ztfname,mass,mass_err,restframe_gz,restframe_gz_err
ZTF19abywqza,9.805,0.092,1.36869653,0.017691806013
ZTF19abyzuos,8.53,0.075,0.85869653,0.135074053763
ZTF19abzfmak,7.84,0.124,0.54569653,0.335876465386
ZTF19abzhfjj,10.311,0.047,1.17869653,0.016970562748
ZTF19abzhvxk,8.33,0.037,0.21169653,0.038013155617
ZTF19abzhzet,8.023,0.089,0.83769653,0.181727818454
ZTF19abzkexb,8.42,0.059,0.78069653,0.078262379212
ZTF19abzkiuv,9.1,0.029,1.02469653,0.059033888573
ZTF19abzkyjy,9.629,0.036,1.00069653,0.036891733491
ZTF19abzlmwn,9.814,0.031,1.54469653,0.018439088915
ZTF19abzlsbl,7.51,0.275,0.44069653,0.296947806862
ZTF19abzmnrh,7.828,0.217,0.32869653,0.431792774372
ZTF19abzmnuk,9.53,0.098,1.34069653,0.02561249695
ZTF19abzmpku,7.827,0.199,0.44669653,0.211400094607
ZTF19abzmpvb,9.71,0.029,1.03369653,0.019104973175
ZTF19abzplvm,9.247,0.046,0.91369653,0.033837848631
ZTF19abzprpk,9.811,0.029,1.42169653,0.019104973175
ZTF19abzqdjy,9.554,0.031,1.10369653,0.027018512172
ZTF19abzqkdz,8.853,0.071,0.92669653,0.082097503007
ZTF19abzrjrg,7.793,0.165,0.46069653,0.477825281876
ZTF19abzsitm,7.715,0.261,0.70269653,0.387951027837
ZTF19abzsjpn,8.144,0.162,1.16569653,0.142562267098
ZTF19abzsogy,9.789,0.098,1.27869653,0.026248809497
ZTF19abzulhk,9.126,0.025,0.97369653,0.037013511047
ZTF19abzutid,6.267,0.778,0.05569653,2.987381796825
ZTF19abzvvkb,9.136,0.036,1.07169653,0.032802438934
ZTF19abzwtiu,10.455,0.097,1.38669653,0.018439088915
ZTF19abzyiba,8.224,0.131,0.94569653,0.257751818616
ZTF19abzysvw,5.753,0.708,4.13669653,4.064372030216
ZTF19abzyvfi,7.546,1.144,1.01169653,2.539994094481
ZTF19abzzgec,9.573,0.116,1.35769653,0.025495097568
ZTF19abzzhgx,8.86,0.026,1.03569653,0.043416586692
ZTF19acaiylt,7.856,0.118,-0.02030347,0.380707236601
ZTF19acajpre,9.687,0.114,1.26869653,0.019104973175
ZTF19acaotrk,9.494,0.025,0.94869653,0.020518284529
ZTF19acapeun,7.264,0.043,0.21169653,0.050606323716
ZTF19acaqqix,9.484,0.054,1.13269653,0.019209372712
ZTF19acaqyjp,7.934,0.046,0.40769653,0.067416615163
ZTF19acardcs,10.318,0.088,1.31869653,0.019849433241
ZTF19acasiwm,10.321,0.035,1.52369653,0.02334523506
ZTF19acavtco,8.036,0.414,1.15369653,1.105427519107
ZTF19acaxcwg,7.834,0.115,1.15669653,0.185607111933
ZTF19acazaug,8.984,0.022,1.00769653,0.025238858928
ZTF19acazbqm,9.479,0.096,1.16269653,0.019104973175
ZTF19acazpyz,7.116,1.001,1.87369653,2.961736146249
ZTF19acbacvu,8.961,0.038,1.22769653,0.02334523506
ZTF19acbihyi,9.317,0.07,1.25269653,0.021213203436
ZTF19acbiwjk,8.252,0.064,0.57669653,0.111973211082
ZTF19acbjddp,7.577,1.341,2.53269653,3.242755001538
ZTF19acbjlnt,10.262,0.111,1.44869653,0.018384776311
ZTF19acbjqcf,10.259,0.1,1.25169653,0.031906112267
ZTF19acbkczc,10.311,0.101,1.66269653,0.018439088915
ZTF19acbkyma,8.862,0.05,0.57369653,0.075716576785
ZTF19acblhgq,8.266,0.149,0.71269653,0.35702240826
ZTF19acblnop,8.896,0.124,1.48569653,0.220771374956
ZTF19acblpaq,6.704,0.675,2.57169653,1.866132096075
ZTF19acblqjf,6.871,0.409,-0.07430347,2.195576006427
ZTF19acblzux,9.234,0.018,1.30069653,0.021213203436
ZTF19acbmddl,9.937,0.031,1.28669653,0.019798989873
ZTF19acbmjrp,,-9.0,,
ZTF19acbmqpu,7.717,0.109,0.55569653,0.090917545061
ZTF19acbmwtc,10.214,0.065,1.41169653,0.018384776311
ZTF19acbmxxh,8.851,0.043,0.94269653,0.068949256704
ZTF19acbnhkd,8.481,0.075,0.60169653,0.179212164766
ZTF19acbpnii,9.68,0.074,1.23569653,0.022627416998
ZTF19acbpqvc,7.564,0.526,0.80969653,0.729775993028
ZTF19acbpwwg,9.167,0.027,0.84469653,0.02469817807
ZTF19acbpxwt,9.713,0.126,1.25969653,0.058600341296
ZTF19acbpzir,8.73,0.043,0.72369653,0.031622776602
ZTF19acbqzvu,,-9.0,,
ZTF19acbrola,5.0,0.654,1.47269653,2.75563150657
ZTF19acbrtbh,8.997,0.021,0.43569653,0.082734515167
ZTF19acbsuhn,5.0,1.157,1.67369653,3.273103878584
ZTF19acbswdq,9.141,0.023,0.83969653,0.023021728866
ZTF19acbtcyx,8.532,0.072,0.78169653,0.177724505907
ZTF19acbtkmt,8.497,0.086,0.68769653,0.1402176879
ZTF19acbtlkz,9.925,0.138,1.25769653,0.026627053911
ZTF19acbunmk,10.02,0.03,1.30369653,0.017691806013
ZTF19acbuujf,9.072,0.071,1.24569653,0.04455333882
ZTF19acbvllm,7.226,0.221,1.69869653,0.579986206733
ZTF19acbvnaw,8.242,0.509,1.03669653,1.056569921964
ZTF19acbvpjn,8.41,0.016,0.87469653,0.054589376256
ZTF19acbvquo,8.748,0.042,1.24469653,0.060464865831
ZTF19acbvrdu,6.561,0.295,1.35669653,1.090949128053
ZTF19acbvrhb,8.577,0.039,0.92469653,0.059682493246
ZTF19acbvrli,8.252,0.363,1.25769653,0.701695803037
ZTF19acbvujw,8.635,0.059,1.18069653,0.05
ZTF19acbwaah,7.282,0.34,1.59669653,0.66680281943
ZTF19acbwhqc,8.7,0.11,0.86469653,0.267441582406
ZTF19acbwjue,7.885,0.11,0.59769653,0.242117739953
ZTF19acbykmk,7.94,0.058,0.43069653,0.159138304628
ZTF19accczor,9.956,0.114,1.27869653,0.017691806013
ZTF19accdehb,10.107,0.02,1.80469653,0.019104973175
ZTF19acchink,8.69,0.102,1.29769653,0.407530366967
ZTF19acchjle,9.056,0.079,0.37769653,0.049091750835
ZTF19acchtyp,8.182,0.488,1.47169653,1.038600019257
ZTF19accibkt,8.659,0.032,0.64069653,0.032649655435
ZTF19accjnpz,8.142,0.053,-0.51130347,0.757453628944
ZTF19acckggd,8.488,0.089,0.63269653,0.131369707315
ZTF19accloxh,9.276,0.063,1.10269653,0.034713109915
ZTF19acclupd,9.258,0.082,1.20369653,0.021400934559
ZTF19acclzaw,9.676,0.026,1.11469653,0.018439088915
ZTF19accmboe,9.516,0.015,0.94269653,0.018384776311
ZTF19accmxtw,9.273,0.036,1.04469653,0.021400934559
ZTF19accobqx,9.294,0.029,0.63369653,0.02969848481
ZTF19accstol,7.023,1.077,1.48169653,11.735362627546
ZTF19acctjbv,9.553,0.052,0.99869653,0.018439088915
ZTF19acctpgd,9.574,0.093,1.13869653,0.050803543184
ZTF19accuyyg,8.047,0.138,0.58369653,0.22231958978
ZTF19acdfkqa,5.0,1.28,2.86669653,4.864745933756
ZTF19acdgwhq,9.309,0.026,0.75869653,0.019849433241
ZTF19acdihrz,8.496,0.028,0.84969653,0.041048751504
ZTF19acdisjm,8.131,0.542,1.59169653,0.684264568716
ZTF19acdjiml,8.034,0.2,0.68269653,0.385253163517
ZTF19acdlaer,9.006,0.062,1.06769653,0.02334523506
ZTF19acdlami,9.529,0.14,1.21569653,0.021260291625
ZTF19acdsqir,9.972,0.107,1.20069653,0.072897187874
ZTF19acdtpow,8.829,0.045,1.01069653,0.060827625303
ZTF19acdubmt,7.798,0.182,0.78769653,0.361842507177
ZTF19acdulhn,8.834,0.087,1.15769653,0.041400483089
ZTF19acduqvr,8.774,0.032,0.65969653,0.1294681428
ZTF19acdxlns,9.6,0.034,0.94069653,0.020615528128
ZTF19acechlg,9.424,0.069,1.70969653,0.022671568098
ZTF19aceeexa,6.999,1.163,0.59469653,2.647758297126
ZTF19aceidtc,10.304,0.128,1.47769653,0.018439088915
ZTF19acekbyz,9.535,0.027,1.18069653,0.019209372712
ZTF19acekkts,9.173,0.052,1.11169653,0.019849433241
ZTF19acekreh,7.799,0.619,2.01969653,0.684801431073
ZTF19acelcan,6.959,0.131,0.80669653,0.204022057631
ZTF19acenjem,7.961,0.238,0.41969653,0.316180328294
ZTF19acennqf,9.114,0.041,1.28169653,0.047507894081
ZTF19acenveq,6.978,0.43,-0.10530347,1.876901702274
ZTF19aceqxtg,8.334,0.203,1.43869653,0.255196003103
ZTF19acetwqh,7.441,0.166,0.44569653,0.205905318047
ZTF19acetxvq,8.634,0.084,1.08569653,0.051400389104
ZTF19aceuacu,9.68,0.081,1.07169653,0.061032778079
ZTF19acewotx,9.162,0.082,1.32269653,0.031890437438
ZTF19acexijn,8.029,0.048,0.52069653,0.333520614056
ZTF19acfduxa,8.206,0.075,0.29469653,0.170135240324
ZTF19acfecsg,10.183,0.099,1.19869653,0.017691806013
ZTF19acfmwlh,8.873,0.03,0.58469653,0.027658633372
ZTF19acfrntd,7.902,0.105,0.96269653,0.151647617851
ZTF19acfsazg,9.11,0.124,1.23069653,0.021213203436
ZTF19acfsqjx,8.786,0.033,0.97769653,0.041617304093
ZTF19acftaml,8.902,0.037,0.95969653,0.078390050389
ZTF19acftfst,9.705,0.08,1.24469653,0.028017851452
ZTF19acfthre,8.978,0.02,1.05869653,0.028425340807
ZTF19acfvuxk,8.797,0.104,0.96069653,0.187488666324
ZTF19acfxbki,9.825,0.088,1.20069653,0.018384776311
ZTF19acfxbxe,7.89,0.406,1.52269653,1.413308529657
ZTF19acgaxej,8.632,0.071,0.68769653,0.129653384067
ZTF19acgbzam,8.227,0.035,0.35369653,0.095341491492
ZTF19acgcdas,8.164,0.102,1.19669653,0.214972091212
ZTF19acgcshq,8.262,0.096,0.52769653,0.136033084211
ZTF19acgcxop,7.383,0.285,1.24969653,0.345249185372
ZTF19acgdfjt,10.394,0.031,1.42569653,0.019104973175
ZTF19acgdxel,10.033,0.068,1.25169653,0.024839484697
ZTF19acgeabh,5.0,0.827,2.23369653,1.890825481106
ZTF19acgemqj,,-9.0,,
ZTF19acgemzm,8.528,0.027,0.62969653,0.034828149535
ZTF19acgfowd,7.628,0.287,1.61069653,0.528436372707
ZTF19acgjnfz,9.19,0.05,1.07969653,0.044944410108
ZTF19acgjnis,8.932,0.028,0.81469653,0.022022715546
ZTF19acgjohb,6.519,0.661,0.89669653,2.049127863263
ZTF19acgjojy,8.284,0.093,0.52569653,0.098183501669
ZTF19acgjuua,9.9,0.116,1.27769653,0.019849433241
ZTF19acgldqr,,-9.0,,
ZTF19acgmkrt,10.21,0.03,1.15869653,0.018439088915
ZTF19acgogcm,9.845,0.097,1.29569653,0.017691806013
ZTF19acgouje,8.467,0.028,0.84169653,0.052354560451
ZTF19acgphsf,7.958,0.025,0.42569653,0.032249030993
ZTF19acgpkye,9.833,0.083,1.21769653,0.017691806013
ZTF19acgpnlk,7.742,0.135,0.46069653,0.109444049633
ZTF19acgpqxt,7.996,0.21,1.47769653,0.312641967752
ZTF19acgqjln,6.718,0.27,0.80469653,0.781814556017
ZTF19acgrbeb,7.782,0.072,0.60069653,0.222326336721
ZTF19acgxbwo,10.103,0.098,1.36569653,0.074846509605
ZTF19achagst,8.94,0.067,1.35269653,0.056080299571
ZTF19achahea,9.01,0.047,1.47769653,0.100089959536
ZTF19achajnc,8.461,0.06,0.94969653,0.118105884697
ZTF19achaspq,8.966,0.048,0.77169653,0.021260291625
ZTF19achejoc,9.222,0.013,0.76969653,0.021260291625
ZTF19achetvw,9.687,0.07,1.21869653,0.018439088915
ZTF19achjpyc,6.987,0.395,0.24569653,1.333324041634
ZTF19achtewn,9.449,0.077,1.21069653,0.030886890423
ZTF19achtiax,7.972,0.07,0.73769653,0.095603347222
ZTF19achticg,7.027,0.441,1.28769653,0.844289642244
ZTF19achupeg,7.817,0.766,1.60969653,0.669018684343
ZTF19achvpik,8.682,0.065,1.07569653,0.064140470843
ZTF19acifuyf,8.721,0.066,1.08669653,0.024758836806
ZTF19acigkma,9.914,0.089,1.29469653,0.026248809497
ZTF19acigqdd,8.654,0.058,1.42469653,0.112058020686
ZTF19acihfxz,9.715,0.033,0.79269653,0.018439088915
ZTF19acihgng,8.946,0.092,1.25269653,0.044283179651
ZTF19acihlft,9.353,0.019,0.99069653,0.019104973175
ZTF19acitkzs,8.253,0.366,0.20169653,0.588055269511
ZTF19acitnck,7.264,0.225,0.77469653,0.526677320567
ZTF19aciubnc,8.82,0.056,0.91369653,0.069310893805
ZTF19acjdufa,7.894,0.405,1.05469653,0.419687979337
ZTF19acjdwqv,9.042,0.032,1.04769653,0.033301651611
ZTF19acjerdh,8.375,0.181,2.23169653,1.553340271801
ZTF19acjerzj,8.937,0.024,1.61669653,0.031890437438
ZTF19acjfhom,8.446,0.039,0.59569653,0.053225933529
ZTF19acjiegd,5.608,0.839,2.10969653,1.681007138593
ZTF19acjifxp,9.613,0.079,1.12169653,0.019104973175
ZTF19acjjwsy,8.864,0.036,1.00869653,0.064202803677
ZTF19acjnatv,9.818,0.055,1.21769653,0.032202484376
ZTF19acjnaxa,9.481,0.055,1.14269653,0.026076809621
ZTF19acjqecl,7.712,0.247,0.38069653,0.48498247391
ZTF19acjtkha,9.907,0.108,1.37969653,0.019209372712
ZTF19acjuomg,8.292,0.207,0.75769653,0.654101674054
ZTF19acjurot,8.112,0.055,0.50969653,0.090735880444
ZTF19acjwcyx,8.916,0.12,1.65469653,0.196400101833
ZTF19acjwqvo,9.415,0.068,1.15869653,0.021931712199
ZTF19ackbjtf,8.363,0.062,0.67369653,0.068352029963
ZTF19ackjlrd,8.191,0.119,0.64169653,0.351525248026
ZTF19ackjmge,8.336,0.037,0.75569653,0.060835844697
ZTF19ackjnuq,8.4,0.049,0.45469653,0.046238512087
ZTF19ackjozg,7.164,0.269,-0.04230347,0.860032557523
ZTF19ackjsbp,9.67,0.027,1.05469653,0.033301651611
ZTF19ackjsys,9.009,0.033,0.79969653,0.023430749028
ZTF19ackjvjr,9.061,0.025,1.02669653,0.026248809497
ZTF19acklbjr,8.032,0.144,0.60469653,0.215076730494
ZTF19aclhnkd,8.442,0.079,0.71169653,0.194247265103
ZTF19aclhohd,7.679,0.192,0.07169653,0.779092420705
ZTF19aclofmz,9.163,0.038,0.95969653,0.035355339059
ZTF19aclthzj,5.858,0.82,2.54769653,3.047075483148
ZTF19aclyezb,8.565,0.179,1.09069653,0.215
ZTF19acmbgwx,8.381,0.055,0.58269653,0.148660687473
ZTF19acmbhvv,10.065,0.051,1.09569653,0.024083189158
ZTF19acmbiad,7.696,0.069,0.32169653,0.148313856399
ZTF19acmbjvi,10.313,0.019,1.17869653,0.019104973175
ZTF19acmbkmr,8.716,0.024,0.83769653,0.071175838597
ZTF19acmblbi,9.479,0.05,1.10869653,0.019849433241
ZTF19acmdpyr,8.645,0.025,0.93969653,0.072718635851
ZTF19acmgyka,8.503,0.028,0.54169653,0.051662365412
ZTF19acmvrsw,9.363,0.015,1.21069653,0.018384776311
ZTF19acmwipq,7.415,1.338,2.84969653,2.943704638716
ZTF19acmwkul,7.845,0.102,0.30469653,0.107517440446
ZTF19acmxidf,9.65,0.062,1.35669653,0.021260291625
ZTF19acmxymo,9.747,0.099,1.28269653,0.021260291625
ZTF19acmyljb,8.727,0.088,1.21869653,0.030886890423
ZTF19acmywjc,7.323,0.238,0.12069653,1.320155293895
ZTF19acnfjyw,8.605,0.028,0.76869653,0.029068883707
ZTF19acngsnb,7.612,0.167,0.35769653,0.287975693419
ZTF19acngsnc,6.673,0.578,1.10469653,0.848528726679
ZTF19acnjwgm,8.244,0.048,0.84269653,0.059665735561
ZTF19acnkeji,9.2,0.105,1.51569653,0.07
ZTF19acnpnqq,8.807,0.183,1.29469653,0.347972700079
ZTF19acnqsui,7.011,0.454,1.77469653,1.529847378009
ZTF19acnwvuw,8.374,0.117,1.28169653,0.031240998704
ZTF19acnzkph,9.304,0.051,1.31869653,0.019849433241
ZTF19acoaoty,8.989,0.02,0.33769653,0.027586228448
ZTF19acojuzv,8.152,0.042,0.88469653,0.052153619242
ZTF19acojxzo,8.757,0.04,0.88669653,0.048836461788
ZTF19acokufi,6.865,0.153,-0.22830347,1.00565451324
ZTF19acokzjy,8.364,0.132,1.16369653,0.23423279019
ZTF19acolhnl,8.604,0.056,0.82669653,0.058668560575
ZTF19acordoi,10.067,0.028,1.20569653,0.019798989873
ZTF19acoxgqw,9.534,0.032,1.40669653,0.029732137495
ZTF19acoyxuv,9.127,0.035,1.05069653,0.023600847442
ZTF19acpfnth,9.385,0.108,1.24369653,0.022627416998
ZTF19acpgaet,9.401,0.075,1.15269653,0.027658633372
ZTF19acpmdzh,8.409,0.101,0.66069653,0.167260276216
ZTF19acpmuwu,8.457,0.012,0.38269653,0.052
ZTF19acqdato,7.106,0.711,1.35269653,1.851049972313
ZTF19acqehbt,9.187,0.043,1.16769653,0.052009614496
ZTF19acqupbp,9.584,0.113,1.38569653,0.048166378315
ZTF19acqxoll,8.897,0.038,1.09469653,0.048764741361
ZTF19acqypso,10.491,0.069,1.46869653,0.017691806013
ZTF19acrbyzj,8.886,0.048,0.83169653,0.022022715546
ZTF19acrcupt,8.779,0.03,0.80869653,0.050931326313
ZTF19acrdcwh,9.217,0.115,1.19469653,0.061554853586
ZTF19acrddcz,8.745,0.028,0.86269653,0.023430749028
ZTF19acrdqej,8.556,0.036,0.85769653,0.038600518131
ZTF19acrenwk,9.94,0.052,1.31269653,0.020615528128
ZTF19acrichx,9.622,0.028,1.11069653,0.020615528128
ZTF19acrmmpq,9.411,0.023,1.09269653,0.021931712199
ZTF19acruqph,8.12,0.066,0.62469653,0.110941425987
ZTF19acrvfkz,7.981,0.42,0.73069653,1.132601430336
ZTF19acrwzqs,8.138,0.08,1.39269653,0.154486245342
ZTF19acryaon,10.081,0.056,1.10169653,0.016970562748
ZTF19acsaoxd,,-9.0,,
ZTF19acsfpmi,7.429,0.273,0.18269653,0.483638294596
ZTF19acsfvog,8.764,0.028,0.68769653,0.026925824036
ZTF19acshfvz,8.728,0.029,0.77469653,0.026172504657
ZTF19acshkft,8.302,0.066,0.81269653,0.196636720884
ZTF19acslqnc,9.279,0.103,1.37169653,0.065
ZTF19acspfcb,9.884,0.111,1.30269653,0.019104973175
ZTF19acsvowv,9.499,0.031,1.19669653,0.021931712199
ZTF19acsvqrx,8.598,0.356,1.84869653,0.425455050505
ZTF19actaiag,9.232,0.124,1.49869653,0.019798989873
ZTF19acteaxl,8.516,0.044,1.05269653,0.053009433123
ZTF19actfpma,8.591,0.052,2.39369653,1.326671398652
ZTF19actfpmy,8.09,0.043,0.82769653,0.075604232686
ZTF19actfqhp,9.391,0.065,1.55669653,0.020518284529
ZTF19acthgxq,8.297,0.073,0.62469653,0.097744565066
ZTF19acthucv,7.719,0.306,0.95969653,0.429467111663
ZTF19actlcax,9.005,0.153,1.29769653,0.283825650708
ZTF19actldas,8.953,0.041,1.01569653,0.026627053911
ZTF19actnwlw,7.727,0.311,0.76069653,1.616324843588
ZTF19actzjrf,8.25,0.545,1.50269653,1.067736390688
ZTF19acudiph,8.436,0.057,0.54469653,0.055
ZTF19acuitcy,7.234,0.265,0.98869653,0.348936957057
ZTF19acukcte,8.623,0.047,0.96669653,0.055758407438
ZTF19aculczm,8.993,0.039,0.69369653,0.048010415537
ZTF19aculgvn,7.644,0.472,0.81669653,1.791013679456
ZTF19aculypc,8.329,0.203,2.08369653,1.203422203551
ZTF19acuybzx,8.479,0.016,0.38769653,0.027018512172
ZTF19acuymeu,8.922,0.071,1.12769653,0.06389053138
ZTF19acuyvtl,8.309,0.072,0.66469653,0.067067130548
ZTF19acvdyyn,7.941,0.041,0.63069653,0.05
ZTF19acvdzfq,9.169,0.045,1.38669653,0.019798989873
ZTF19acvgbeh,8.165,0.19,0.71469653,0.878387727601
ZTF19acvgbqr,8.626,0.087,0.81369653,0.165024240644
ZTF19acvgjme,9.684,0.052,1.50269653,0.022803508502
ZTF19acvieqw,9.439,0.085,1.34969653,0.020518284529
ZTF19acvijnj,8.295,0.064,1.18469653,0.085586213843
ZTF19acvlycr,8.169,0.354,1.36469653,0.219203102168
ZTF19acvmfeg,,-9.0,,
ZTF19acvrgde,8.528,0.12,0.58369653,0.238849324889
ZTF19acvrigb,8.153,0.035,0.57069653,0.042544094772
ZTF19acvtvlo,9.159,0.025,0.64969653,0.019104973175
ZTF19acvwllm,6.559,0.914,0.89269653,2.561079850376
ZTF19acwiqrc,10.238,0.074,1.35869653,0.018384776311
ZTF19acwqvvn,10.166,0.014,1.04469653,0.018439088915
ZTF19acwrqtv,9.571,0.08,1.13769653,0.053814496188
ZTF19acwrujg,9.068,0.041,0.85869653,0.029732137495
ZTF19acxguhd,8.514,0.116,1.18669653,0.136821051012
ZTF19acxgwid,9.793,0.044,1.08969653,0.019104973175
ZTF19acxgxcu,,-9.0,,
ZTF19acxhkvc,9.387,0.017,1.05469653,0.048877397639
ZTF19acxlcdz,9.766,0.089,1.28069653,0.017691806013
ZTF19acxlddi,10.076,0.03,1.25869653,0.017804493815
ZTF19acxldra,7.542,1.112,0.23869653,2.439817206268
ZTF19acxlylb,10.207,0.027,1.41869653,0.019849433241
ZTF19acxmiyh,7.493,0.315,1.45169653,0.869161665054
ZTF19acxmmys,10.028,0.066,1.25069653,0.018384776311
ZTF19acxndsk,7.903,0.139,1.08469653,0.185310550158
ZTF19acxnemy,7.861,0.095,0.95969653,0.192509740013
ZTF19acxngol,10.026,0.053,1.24869653,0.019104973175
ZTF19acxniuc,9.554,0.015,1.19569653,0.02404163056
ZTF19acxolhu,8.242,0.05,0.84469653,0.099005050376
ZTF19acxovkl,8.619,0.031,0.89469653,0.042190046219
ZTF19acxovyh,9.497,0.053,1.48169653,0.019104973175
ZTF19acxowwt,9.891,0.078,1.29669653,0.018384776311
ZTF19acxozhr,8.201,0.092,0.69069653,0.201816748562
ZTF19acxphhl,7.847,0.114,0.78469653,0.19724603925
ZTF19acxpkpv,7.831,0.029,0.66569653,0.172976877067
ZTF19acxxwiz,7.94,0.442,1.61769653,1.167399246188
ZTF19acxyfkf,8.778,0.028,0.74769653,0.029068883707
ZTF19acxysob,8.387,0.028,0.74069653,0.065115282384
ZTF19acxyucu,7.592,0.55,0.32869653,1.314815576421
ZTF19acxyumq,8.248,0.02,0.59469653,0.037215588132
ZTF19acxyzcq,8.63,0.039,0.46369653,0.047381430962
ZTF19acxzafe,9.666,0.067,1.44269653,0.105546198416
ZTF19acxzdht,8.5,0.031,0.95669653,0.070661163308
ZTF19acxzmck,9.964,0.056,1.24369653,0.018439088915
ZTF19acyfakk,8.033,0.053,0.69769653,0.202556165051
ZTF19acyfkbf,7.941,0.146,1.05469653,0.208655218003
ZTF19acyfkzd,7.856,0.201,1.00269653,0.817809880107
ZTF19acyflhv,8.935,0.023,0.77169653,0.032449961479
ZTF19acyfoha,9.587,0.137,1.29569653,0.019798989873
ZTF19acyftrs,6.807,0.821,1.27669653,2.051339318592
ZTF19acygbye,7.335,0.394,0.26269653,0.61428088038
ZTF19acygjgx,7.653,1.409,3.45369653,4.39587226839
ZTF19acygjmg,8.769,0.029,0.71769653,0.029732137495
ZTF19acygpcu,9.057,0.081,1.10569653,0.042638011211
ZTF19acyiqnw,9.418,0.112,1.27169653,0.019849433241
ZTF19acyitga,8.91,0.055,1.16269653,0.036235341864
ZTF19acykjad,9.99,0.03,1.20869653,0.018384776311
ZTF19acykjcw,8.933,0.051,0.90569653,0.026172504657
ZTF19acykqyr,,-9.0,,
ZTF19acyksfd,9.198,0.043,1.09369653,0.11047624179
ZTF19acykzsp,8.496,0.686,1.89969653,1.805006925194
ZTF19acylgic,8.906,0.032,0.71069653,0.130299654643
ZTF19acyltbi,7.086,0.111,-0.03230347,0.192065093133
ZTF19acymixu,8.326,0.36,0.40769653,1.174380687852
ZTF19acymuae,8.754,0.017,0.78469653,0.024413111231
ZTF19acymudw,7.853,0.119,0.04669653,0.809644983928
ZTF19acymzwh,7.898,0.025,0.58369653,0.072138755187
ZTF19acyndbj,7.77,0.159,2.71269653,2.786470347949
ZTF19acyndpl,8.597,0.039,0.76369653,0.063245553203
ZTF19acynije,,-9.0,,
ZTF19acyobbz,8.231,0.443,0.75069653,1.08129968094
ZTF19acyogvo,8.439,0.043,1.02169653,0.04675467891
ZTF19acypppb,8.868,0.037,0.59769653,0.055901699437
ZTF19acyqdxa,6.132,0.218,2.57469653,3.025403278903
ZTF19acyqwlm,9.75,0.114,1.27569653,0.021213203436
ZTF19acytcoi,9.849,0.053,1.22469653,0.020518284529
ZTF19acytidb,10.01,0.037,1.07169653,0.017691806013
ZTF19aczeomw,8.889,0.133,1.46169653,0.036796738986
ZTF19aczjkxo,8.191,0.108,0.73069653,0.313823198633
ZTF19aczjsdy,6.665,0.385,-0.33030347,1.454134106608
ZTF19aczjsqn,9.827,0.033,1.40269653,0.022203603311
ZTF19aczjyre,8.947,0.024,0.95169653,0.019209372712
ZTF19aczjyuf,8.832,0.031,0.72069653,0.020518284529
ZTF19aczjzev,7.758,0.079,0.07269653,0.277333733974
ZTF19aczllns,8.411,0.099,0.77069653,0.42748099373
ZTF19aczrmvs,8.6,0.193,1.41769653,0.318578090898
ZTF19adafqoe,8.25,0.07,0.62769653,0.080523288557
ZTF19adaiyrd,8.691,0.026,0.84269653,0.031622776602
ZTF19adaiyud,7.589,1.157,-0.82330347,2.935703322885
ZTF19adajivt,7.8,0.224,0.66369653,0.403376994882
ZTF19adajqcq,8.11,0.043,0.69469653,0.070455659815
ZTF19adajqsp,8.72,0.038,1.23169653,0.053907327888
ZTF19adajqwl,7.986,0.119,0.69169653,0.124342269563
ZTF19adakcrw,8.314,0.497,1.82069653,0.867762640357
ZTF19adalouc,9.638,0.093,1.19369653,0.018384776311
ZTF19adaylqy,6.569,0.305,0.21169653,0.535844193773
ZTF19adbfhal,7.831,0.079,0.11369653,0.16964079698
ZTF19adbmewx,7.749,0.98,2.14669653,2.559688262269
ZTF19adbmwto,8.327,0.204,0.79469653,0.377445360284
ZTF19adbnfne,8.689,0.04,0.72169653,0.058137767415
ZTF19adbnlki,8.903,0.03,0.89069653,0.024207436874
ZTF19adbpulv,9.405,0.041,0.96469653,0.019104973175
ZTF19adbricc,8.819,0.038,0.90269653,0.174002873539
ZTF19adbsciy,8.16,0.724,1.37369653,1.305229481739
ZTF19adbsfpf,9.131,0.02,1.10069653,0.02561249695
ZTF19adcbpcj,10.105,0.017,1.26469653,0.018439088915
ZTF19adcbxkw,9.945,0.095,1.30969653,0.019849433241
ZTF19adcbyzc,8.145,0.063,0.39469653,0.118595952713
ZTF19adcdgca,9.813,0.039,1.37669653,0.018439088915
ZTF19adcdrng,8.139,0.038,0.18369653,0.209618701456
ZTF19adcdtkw,6.515,0.425,0.66569653,1.843336106086
ZTF19adcdtyy,7.973,0.166,0.72269653,0.608547450903
ZTF19adcdzjm,8.216,0.063,0.59169653,0.20436242316
ZTF19adcecwu,9.255,0.043,1.04669653,0.020518284529
ZTF19adcetym,10.336,0.036,1.63769653,0.019104973175
ZTF19adcfsdr,8.737,0.044,0.60469653,0.034132096332
ZTF19adcghbt,8.13,0.128,1.03369653,0.203177262507
ZTF19adcghvg,8.681,0.019,0.47069653,0.029154759474
ZTF20aaaboph,8.386,0.261,1.25069653,0.968305736841
ZTF20aaactgu,8.986,0.066,1.27469653,0.028600699292
ZTF20aaavvlv,,-9.0,,
ZTF20aaawbkz,10.104,0.099,1.18169653,0.020615528128
ZTF20aaawbxl,8.889,0.026,0.77169653,0.032202484376
ZTF20aaawmxq,8.482,0.033,0.53769653,0.068352029963
ZTF20aaaxaab,8.688,0.191,1.05669653,0.649707626552
