ztfname,mass,mass_err,restframe_gz,restframe_gz_err
ZTF20aaaxacu,8.438,0.043,1.27369653,0.043185645763
ZTF20aaaxerd,9.072,0.038,0.84569653,0.033241540277
ZTF20aaaxrad,9.084,0.06,1.22169653,0.028600699292
ZTF20aaayaet,5.0,1.259,1.07769653,1.912694434561
ZTF20aaaymqt,9.095,0.039,1.11369653,0.031064449134
ZTF20aaazhtk,8.57,0.019,0.81069653,0.028600699292
ZTF20aabbvcx,8.396,0.142,1.14569653,0.228641641002
ZTF20aabcnkx,7.696,1.218,2.73169653,2.006900097165
ZTF20aabcouv,9.583,0.031,0.93769653,0.020518284529
ZTF20aabqamf,8.97,0.026,0.69169653,0.020615528128
ZTF20aabqbxm,9.337,0.11,1.22269653,0.018384776311
ZTF20aabqdbo,7.405,0.376,2.10769653,2.686915890012
ZTF20aabqiiy,8.075,0.081,0.63669653,0.103619496235
ZTF20aabqisb,8.479,0.028,0.85669653,0.046324939288
ZTF20aabqiti,8.236,0.06,0.85569653,0.081633326528
ZTF20aabqjht,7.804,0.169,0.48969653,0.134238593556
ZTF20aabqkla,7.691,0.077,0.32969653,0.188600106045
ZTF20aabqrvj,8.257,0.033,0.72769653,0.03966106403
ZTF20aabrydh,9.448,0.095,1.15269653,0.051224993899
ZTF20aacbgvj,8.925,0.029,0.71869653,0.041012193309
ZTF20aacbtgq,7.943,0.042,0.58969653,0.125
ZTF20aacciep,8.333,0.123,0.69269653,0.19886176103
ZTF20aaccmjn,7.872,0.103,1.18369653,0.141598022585
ZTF20aacdfep,8.789,0.035,1.03969653,0.029681644159
ZTF20aacdhlf,9.758,0.057,1.11769653,0.025238858928
ZTF20aacevxq,9.402,0.139,1.32869653,0.019798989873
ZTF20aacexgb,9.641,0.081,1.18069653,0.018384776311
ZTF20aacwxut,7.299,0.408,1.18369653,11.370027308674
ZTF20aadcaop,8.622,0.036,0.86969653,0.063513778033
ZTF20aadcbux,8.709,0.014,0.46269653,0.032756678708
ZTF20aadccda,7.478,0.214,0.26169653,0.13978555004
ZTF20aadccel,9.842,0.075,1.28169653,0.018384776311
ZTF20aadcdzj,9.246,0.067,1.08769653,0.059405386961
ZTF20aadcfva,9.654,0.027,1.40069653,0.024207436874
ZTF20aadcitq,8.857,0.053,1.12369653,0.044598206242
ZTF20aadfyjl,9.842,0.027,1.00069653,0.018384776311
ZTF20aadvaoi,8.768,0.14,1.20969653,0.297724705055
ZTF20aadvbni,6.837,0.737,1.28169653,1.057865775985
ZTF20aadvunl,8.729,0.036,0.62169653,0.03
ZTF20aadxcsc,10.307,0.027,1.46969653,0.018384776311
ZTF20aadxvfj,7.911,0.09,0.47869653,0.137767920794
ZTF20aadyukn,9.786,0.058,1.25769653,0.018439088915
ZTF20aadzwnu,7.984,0.073,0.81169653,0.053413481444
ZTF20aaeipdz,8.84,0.036,0.65569653,0.030528675045
ZTF20aaemtgw,8.676,0.062,1.24269653,0.027658633372
ZTF20aaeopvv,9.98,0.077,1.49469653,0.017691806013
ZTF20aaepsqa,7.799,0.292,1.24669653,0.965227434339
ZTF20aaerqjd,8.389,0.278,0.51169653,0.935479556164
ZTF20aaervyn,8.443,0.071,1.13269653,0.174244081679
ZTF20aaerxsd,8.885,0.035,0.90369653,0.028600699292
ZTF20aaerzvi,8.32,0.208,2.78669653,1.554653980794
ZTF20aaesewy,8.87,0.038,1.13869653,0.021931712199
ZTF20aaeswym,6.422,0.199,-1.67230347,1.37650063567
ZTF20aaeszsm,9.107,0.119,1.44169653,0.247347933082
ZTF20aaetvkh,7.846,0.093,0.32869653,0.084118963379
ZTF20aaeujsk,8.628,0.029,0.57669653,0.045617978912
ZTF20aaeuxqk,9.255,0.131,1.23269653,0.019104973175
ZTF20aaevbvv,8.091,0.151,0.65069653,0.153153517753
ZTF20aaevgyr,9.47,0.112,1.30869653,0.024839484697
ZTF20aaewban,9.076,0.021,1.00369653,0.029206163733
ZTF20aaexaqw,8.307,0.198,0.88769653,0.599270389724
ZTF20aaezaxk,10.161,0.077,1.36169653,0.019209372712
ZTF20aaezizk,5.565,0.813,0.93469653,2.553878031543
ZTF20aafanxk,8.058,0.847,0.61269653,1.965990844333
ZTF20aafcgca,8.468,0.056,0.59869653,0.062649820431
ZTF20aafciit,8.485,0.06,0.79269653,0.075769386958
ZTF20aafcjln,8.361,0.021,0.58969653,0.037483329628
ZTF20aafcmfi,9.303,0.012,1.00669653,0.024758836806
ZTF20aafcnem,8.32,0.197,0.96169653,0.211945747775
ZTF20aafdeza,8.927,0.037,1.08969653,0.032756678708
ZTF20aafdglk,,-9.0,,
ZTF20aafeadg,,,,
ZTF20aafeewx,,,,
ZTF20aaffgwg,9.456,0.027,1.19569653,0.019849433241
ZTF20aafgbrf,9.213,0.028,0.97069653,0.022022715546
ZTF20aafjjqj,9.738,0.028,0.78169653,0.018384776311
ZTF20aaflaug,8.459,0.169,1.48369653,0.2978607057
ZTF20aaflngq,8.774,0.034,0.84269653,0.04455333882
ZTF20aafnrtm,9.739,0.054,1.11169653,0.017691806013
ZTF20aafqpum,8.395,0.147,1.36569653,0.162409975063
ZTF20aafrihv,7.793,0.048,0.22869653,0.294716813229
ZTF20aafrjqw,9.089,0.037,0.79969653,0.04
ZTF20aafsnpp,9.348,0.025,0.77369653,0.019104973175
ZTF20aaftsqt,8.554,0.04,0.63869653,0.153473124683
ZTF20aafvzhu,9.056,0.044,1.36469653,0.035355339059
ZTF20aafwbcs,8.263,0.084,0.84769653,0.142298981022
ZTF20aafwyfk,,-9.0,,
ZTF20aafxftu,6.661,0.823,1.39969653,1.81971096606
ZTF20aafxrcv,6.322,0.402,-2.53130347,2.935376807158
ZTF20aafxygy,7.357,0.38,0.81869653,1.378440423087
ZTF20aafzcab,9.306,0.024,1.27769653,0.032557641192
ZTF20aagfjlj,9.737,0.099,1.37569653,0.018439088915
ZTF20aaghlkv,,-9.0,,
ZTF20aaghnxd,8.585,0.039,0.71669653,0.049578221025
ZTF20aaghpdc,8.358,0.06,0.90969653,0.101872469294
ZTF20aaghryk,10.28,0.121,1.51169653,0.017691806013
ZTF20aaglivt,8.35,0.102,0.92169653,0.14668674105
ZTF20aagloch,10.333,0.058,1.71069653,0.019849433241
ZTF20aagmrid,8.577,0.045,0.81869653,0.088588938361
ZTF20aagnbpw,9.071,0.017,0.78969653,0.022022715546
ZTF20aagryod,9.738,0.108,1.33769653,0.021260291625
ZTF20aagvvnr,9.619,0.117,1.34069653,0.021213203436
ZTF20aagwczh,8.608,0.057,0.82669653,0.099729634513
ZTF20aagwsdp,8.125,0.35,0.13869653,1.363217150714
ZTF20aagyuvy,8.67,0.028,0.58769653,0.024839484697
ZTF20aagzchj,8.462,0.019,0.88669653,0.02983286778
ZTF20aagzdjp,9.276,0.04,1.04469653,0.041677331968
ZTF20aagzqsb,8.894,0.037,0.76969653,0.050931326313
ZTF20aagzzbi,7.795,0.069,-0.24430347,0.735256417857
ZTF20aahapsq,10.04,0.041,1.14669653,0.018439088915
ZTF20aahaxjl,9.744,0.126,1.23369653,0.017691806013
ZTF20aahdwze,8.887,0.019,0.66269653,0.024083189158
ZTF20aahfnwo,8.826,0.035,0.70869653,0.031764760349
ZTF20aahfobk,8.976,0.024,0.72569653,0.026870057685
ZTF20aahgexl,8.106,0.186,0.46469653,0.351525248026
ZTF20aahggbm,9.329,0.015,1.04469653,0.023430749028
ZTF20aahgmud,6.299,0.586,0.15169653,1.812151483734
ZTF20aahidaa,9.008,0.033,0.65669653,0.030528675045
ZTF20aahidph,8.343,0.076,1.29369653,0.091438503925
ZTF20aahirkk,8.829,0.016,0.67669653,0.022803508502
ZTF20aahirqq,9.813,0.02,0.85169653,0.022671568098
ZTF20aahjymt,8.591,0.066,0.66069653,0.079404030124
ZTF20aahkgcz,9.079,0.055,0.95269653,0.020615528128
ZTF20aahmvfw,,-9.0,,
ZTF20aahptds,8.782,0.129,1.53469653,0.202514197033
ZTF20aahpwym,8.202,0.043,0.77469653,0.08139410298
ZTF20aahpxzz,10.483,0.034,1.43469653,0.017691806013
ZTF20aahqabk,8.421,0.072,0.89569653,0.355793479423
ZTF20aahqbib,8.319,0.145,1.40669653,0.099020199959
ZTF20aahqcup,8.654,0.22,2.06169653,0.909530098457
ZTF20aahtjat,8.005,0.375,1.08369653,0.409003667465
ZTF20aahtral,9.007,0.036,1.12069653,0.034058772732
ZTF20aahubwe,7.367,0.388,1.24069653,1.025924461157
ZTF20aahujpd,10.013,0.03,1.45569653,0.019849433241
ZTF20aahzyep,8.228,0.202,0.84669653,0.634855889159
ZTF20aahzyml,7.177,0.098,0.27169653,0.46441899186
ZTF20aaiaaoi,7.899,0.161,0.44369653,0.459123077181
ZTF20aaiawlj,10.117,0.095,1.29269653,0.017691806013
ZTF20aaichor,7.789,0.697,1.26169653,1.983693776771
ZTF20aaideho,8.994,0.052,1.08869653,0.050249378106
ZTF20aaidnyk,8.336,0.201,1.38269653,0.268223787163
ZTF20aaifkyj,9.195,0.03,0.91969653,0.025238858928
ZTF20aaifsri,7.37,0.32,0.96069653,0.437370552278
ZTF20aaifyab,9.418,0.064,1.20869653,0.018439088915
ZTF20aaifyfx,9.873,0.057,1.10369653,0.018439088915
ZTF20aaifyrs,9.717,0.057,1.55869653,0.019104973175
ZTF20aaifyvz,8.933,0.03,1.07669653,0.024839484697
ZTF20aaiihky,7.158,0.566,1.19669653,1.04913345195
ZTF20aairvsi,5.192,0.413,1.31369653,4.402571294142
ZTF20aaivego,8.5,0.048,0.76269653,0.096829747495
ZTF20aaivjce,10.006,0.122,1.32669653,0.017691806013
ZTF20aaivvwa,10.0,0.049,1.06569653,0.024413111231
ZTF20aajbsxt,7.663,0.179,0.77869653,0.222829531257
ZTF20aajjxwc,8.761,0.029,0.83569653,0.047381430962
ZTF20aajvcwd,10.135,0.094,1.38469653,0.019104973175
ZTF20aajystl,7.92,0.232,1.39869653,0.282081548493
ZTF20aakbtyz,8.843,0.041,0.76369653,0.04837354649
ZTF20aakfofq,5.727,0.519,1.25769653,2.208883201982
ZTF20aakhpmp,9.548,0.065,1.12869653,0.018439088915
ZTF20aaknzba,7.273,0.337,0.35369653,0.810570786545
ZTF20aakodiq,8.225,0.04,0.44769653,0.065115282384
ZTF20aakrgsq,7.764,0.263,0.10769653,0.456294860808
ZTF20aakyoez,8.131,0.02,0.35769653,0.059933296255
ZTF20aakzezp,8.368,0.046,0.65769653,0.045177427992
ZTF20aalbjpf,8.765,0.028,0.59669653,0.025
ZTF20aalbjqh,8.673,0.027,0.63369653,0.027784887979
ZTF20aalejtl,9.789,0.022,1.30269653,0.020615528128
ZTF20aaljgcp,8.994,0.079,1.12169653,0.040224370722
ZTF20aalkcea,8.462,0.037,0.62869653,0.029681644159
ZTF20aalkfei,8.128,0.072,0.87969653,0.1797692966
ZTF20aalkfui,8.302,0.043,0.88669653,0.033120990323
ZTF20aalmeaj,9.201,0.077,1.20669653,0.03061045573
ZTF20aalreme,8.901,0.034,1.12369653,0.130172961862
ZTF20aalrksw,7.365,0.198,0.45069653,0.246732648833
ZTF20aalrptc,9.451,0.038,1.18569653,0.019849433241
ZTF20aalyeut,8.498,0.043,0.99869653,0.083192547743
ZTF20aamaqak,8.429,0.106,1.16869653,0.120917327129
ZTF20aamcvyp,10.136,0.112,1.26869653,0.016970562748
ZTF20aamdhut,8.907,0.065,1.02669653,0.022022715546
ZTF20aamdqiz,7.67,0.604,1.15069653,1.311672596344
ZTF20aamdsjv,9.615,0.024,1.15869653,0.017691806013
ZTF20aamdyal,7.418,0.77,0.84369653,1.895848622649
ZTF20aamenwg,8.5,0.03,0.99369653,0.075179784517
ZTF20aamerev,9.675,0.082,1.28569653,0.024839484697
ZTF20aamfpcj,7.816,0.123,0.29669653,0.460179312877
ZTF20aamgdkb,8.003,0.21,1.02469653,0.251047804213
ZTF20aamhocj,8.436,0.032,0.90569653,0.053712196008
ZTF20aamifit,9.252,0.032,1.07569653,0.024186773245
ZTF20aamiwbp,6.917,0.856,0.72369653,2.232967756149
ZTF20aamizsz,8.67,0.047,0.86669653,0.059933296255
ZTF20aamknna,8.985,0.08,1.10169653,0.044045431091
ZTF20aamknxn,8.531,0.063,0.65669653,0.05292447449
ZTF20aamksoq,8.767,0.087,1.25769653,0.068818602136
ZTF20aamkyyx,9.741,0.043,1.43569653,0.019104973175
ZTF20aammbrw,8.886,0.019,0.59869653,0.023600847442
ZTF20aammgop,10.08,0.033,1.29969653,0.018439088915
ZTF20aammhli,8.911,0.028,1.20369653,0.024839484697
ZTF20aammicx,10.102,0.08,1.15869653,0.018384776311
ZTF20aammnnm,9.278,0.02,0.95469653,0.042544094772
ZTF20aamntsk,8.703,0.094,1.45569653,0.136605270762
ZTF20aamnvij,7.62,0.082,0.32669653,0.126657017176
ZTF20aamqslk,10.082,0.066,1.38969653,0.021400934559
ZTF20aamqxyi,8.166,0.048,0.82169653,0.067601775125
ZTF20aamsjws,9.416,0.052,1.49169653,0.021931712199
ZTF20aamttmo,5.872,0.553,1.93069653,1.668561356379
ZTF20aamttni,8.892,0.031,0.80569653,0.03905124838
ZTF20aamujvi,7.512,0.119,0.59969653,0.121823643025
ZTF20aamuqwn,9.859,0.066,1.09969653,0.019104973175
ZTF20aamurxn,9.301,0.044,1.07669653,0.076941536247
ZTF20aamvoeh,8.726,0.099,0.47969653,0.0911811384
ZTF20aamwfea,10.009,0.133,1.33069653,0.018439088915
ZTF20aamxhlg,9.809,0.053,1.67969653,0.021931712199
ZTF20aanadlu,9.033,0.049,1.06669653,0.022203603311
ZTF20aanaeev,8.965,0.015,0.71369653,0.021931712199
ZTF20aanafck,8.834,0.047,0.76169653,0.050990195136
ZTF20aanafwi,7.657,0.25,0.76869653,0.383928378737
ZTF20aanaibf,10.839,0.069,1.22869653,0.016278820596
ZTF20aanaltd,,,,
ZTF20aanbfbf,8.907,0.026,0.98769653,0.023600847442
ZTF20aanbvqg,7.881,0.182,0.85269653,0.330629702235
ZTF20aandwrl,8.46,0.167,1.58369653,0.331308013788
ZTF20aankhoa,7.404,0.434,0.42469653,0.954377283887
ZTF20aankixb,9.139,0.116,0.43169653,0.050328918129
ZTF20aannodx,7.741,0.451,0.88669653,0.930488043986
ZTF20aanrdek,8.344,0.018,0.47769653,0.033015148038
ZTF20aansktb,8.805,0.035,0.70569653,0.053851648071
ZTF20aansmlm,8.624,0.092,1.46069653,0.087
ZTF20aansmsj,8.319,0.455,1.47669653,1.173358427762
ZTF20aanvliy,10.159,0.108,1.26669653,0.019104973175
ZTF20aanvpzo,8.828,0.046,1.36069653,0.028284271247
ZTF20aanvqhk,8.146,0.104,0.87269653,0.153495928285
ZTF20aanvsds,8.933,0.041,1.05569653,0.039962482405
ZTF20aanyepz,6.586,0.804,1.06869653,2.377549158272
ZTF20aanyxvu,8.415,0.03,0.64969653,0.047507894081
ZTF20aaodkvl,9.461,0.138,1.28469653,0.019104973175
ZTF20aaodnmm,8.553,0.067,1.00769653,0.160377679245
ZTF20aaogrqe,7.975,0.232,1.01369653,0.179287478648
ZTF20aaojrsc,6.649,0.476,-0.30930347,2.294574688259
ZTF20aaomeaa,9.116,0.038,0.68369653,0.046097722286
ZTF20aaomtwl,7.307,0.09,0.13169653,0.196389918275
ZTF20aaoojli,9.199,0.025,0.99069653,0.019104973175
ZTF20aaormnl,9.031,0.025,0.56569653,0.030232432916
ZTF20aaosoct,8.539,0.05,0.46169653,0.029681644159
ZTF20aaosuzy,7.95,0.221,1.34069653,0.311852529251
ZTF20aaowuim,9.819,0.077,1.15969653,0.019209372712
ZTF20aapadwx,9.764,0.035,1.31169653,0.018439088915
ZTF20aapcmur,7.489,0.319,1.29169653,0.87010401677
ZTF20aapdgaw,8.725,0.026,0.89769653,0.023430749028
ZTF20aapifyh,8.441,0.549,3.12869653,2.271888421556
ZTF20aaporoa,8.555,0.038,0.86169653,0.027586228448
ZTF20aappcup,9.019,0.029,0.85669653,0.049929950931
ZTF20aappghn,9.191,0.072,1.15569653,0.036715119501
ZTF20aappghw,8.699,0.026,0.80569653,0.025
ZTF20aappgod,7.932,0.188,0.62969653,0.217680959204
ZTF20aaqgmji,5.782,0.967,1.10369653,2.899809993775
ZTF20aaqhtcd,8.778,0.035,0.79569653,0.043863424399
ZTF20aaqnglu,8.283,0.11,0.58969653,0.140470637501
ZTF20aaqnnrn,9.868,0.037,1.26569653,0.018439088915
ZTF20aaqpxtm,8.404,0.044,0.69869653,0.065741919656
ZTF20aaqshoz,8.371,0.043,0.92669653,0.09211405973
ZTF20aaqtebg,9.996,0.031,1.24969653,0.019104973175
ZTF20aaqtnam,8.135,0.84,2.77469653,10.650893859203
ZTF20aaqukzi,8.722,0.064,1.15469653,0.02561249695
ZTF20aaqvzko,7.81,0.519,1.43669653,0.700017856915
ZTF20aaqzzyt,9.519,0.021,1.08869653,0.020518284529
ZTF20aarasxl,9.895,0.092,1.13369653,0.018439088915
ZTF20aarbget,9.48,0.024,1.27969653,0.018439088915
ZTF20aarbozi,9.29,0.03,1.24269653,0.024207436874
ZTF20aarcpql,9.173,0.075,1.06669653,0.019209372712
ZTF20aarcyhr,10.019,0.017,1.51369653,0.026907248094
ZTF20aarkdoj,8.78,0.039,0.89169653,0.038078865529
ZTF20aarucek,8.857,0.028,0.65769653,0.037589892258
ZTF20aasapko,9.695,0.087,1.15769653,0.034828149535
ZTF20aascttq,8.804,0.047,1.34269653,0.036796738986
ZTF20aasctts,8.041,0.404,1.90969653,1.143498141669
ZTF20aascwar,8.743,0.029,0.93769653,0.029206163733
ZTF20aascwvz,8.619,0.224,1.36269653,0.260309431254
ZTF20aasdibr,9.516,0.101,1.30969653,0.019209372712
ZTF20aasfaxj,8.119,0.045,0.48369653,0.061294371683
ZTF20aasfdfr,9.17,0.017,1.03969653,0.036400549446
ZTF20aasikkh,9.515,0.045,1.08569653,0.021400934559
ZTF20aasitqe,6.538,0.371,0.48269653,0.84498343179
ZTF20aasitrr,8.026,0.057,1.38469653,0.072560319735
ZTF20aasivxr,9.232,0.07,1.20569653,0.019104973175
ZTF20aasiwcu,6.635,0.52,0.40869653,2.693483432286
ZTF20aasjzgc,8.246,0.578,1.39669653,0.548388548385
ZTF20aasmdec,8.012,0.083,0.56969653,0.026400757565
ZTF20aasmueu,9.025,0.048,1.07169653,0.019104973175
ZTF20aasoarv,7.039,0.584,1.48969653,1.566670673754
ZTF20aasokxu,7.718,0.483,1.09369653,0.396676190362
ZTF20aasxerr,8.066,0.072,0.71869653,0.066030296077
ZTF20aasxfcd,8.574,0.043,0.71169653,0.052773099208
ZTF20aasxrko,9.763,0.104,1.33169653,0.019849433241
ZTF20aaszzez,7.097,0.27,0.64169653,0.824933936749
ZTF20aatpoef,8.727,0.054,0.99869653,0.03560898763
ZTF20aatpoeh,7.636,0.094,0.04469653,0.43731910546
ZTF20aatppnn,7.674,0.813,4.02869653,12.992748515999
ZTF20aatpqps,8.711,0.088,1.26269653,0.079630396206
ZTF20aatpwaf,7.54,0.263,0.83769653,0.258379565755
ZTF20aatpxkq,9.298,0.054,1.11369653,0.026172504657
ZTF20aatqief,8.377,0.095,0.41369653,0.058309518948
ZTF20aattotq,10.427,0.043,1.70169653,0.019849433241
ZTF20aattqbi,9.303,0.037,1.02769653,0.049819674828
ZTF20aattqcv,8.594,0.032,0.67169653,0.048754486973
ZTF20aattqfr,9.308,0.039,1.09769653,0.021213203436
ZTF20aattqnm,8.253,0.066,0.78069653,0.137927517197
ZTF20aattqye,7.727,0.243,0.84069653,0.213037555375
ZTF20aattriw,9.037,0.027,0.98369653,0.022803508502
ZTF20aattrld,8.604,0.036,0.66369653,0.048414873748
ZTF20aattsxa,8.136,0.036,0.82269653,0.055605755098
ZTF20aatulug,8.998,0.065,1.09469653,0.037202150475
ZTF20aatuqps,8.485,0.15,1.15669653,0.158151825788
ZTF20aatuwib,8.116,0.092,0.75069653,0.089202017914
ZTF20aatvsjw,8.091,0.224,0.89569653,0.264612924854
ZTF20aatvzmm,8.191,0.086,1.20769653,0.065604877867
ZTF20aatwonv,8.578,0.05,0.78569653,0.021260291625
ZTF20aatxnxq,8.108,0.208,0.79769653,0.25050349299
ZTF20aatxryt,7.783,0.032,0.51469653,0.066730802483
ZTF20aatzfin,8.538,0.027,0.57069653,0.046065171225
ZTF20aatznro,7.811,0.08,1.11569653,1.961760943642
ZTF20aatzwgk,8.939,0.051,1.28269653,0.020615528128
ZTF20aaublmd,9.014,0.044,1.18469653,0.052345009313
ZTF20aaubntq,8.306,0.071,0.67369653,0.061073725938
ZTF20aaubotx,7.725,0.295,0.46369653,0.478736879716
ZTF20aaukuaa,9.869,0.049,1.37569653,0.018439088915
ZTF20aaukudw,8.584,0.031,0.89269653,0.047010637094
ZTF20aaullwp,9.173,0.019,1.30169653,0.019849433241
ZTF20aaulzvl,7.275,0.303,0.01469653,0.609819645469
ZTF20aaummmc,8.385,0.117,1.37669653,0.068007352544
ZTF20aaumnfl,9.563,0.049,1.06969653,0.019209372712
ZTF20aaumsrr,9.579,0.088,1.27869653,0.019209372712
ZTF20aauomaf,9.431,0.089,1.10269653,0.062241465278
ZTF20aauombk,8.73,0.03,0.60069653,0.022022715546
ZTF20aauonld,10.456,0.1,1.56769653,0.016970562748
ZTF20aauooag,9.772,0.081,1.20069653,0.020518284529
ZTF20aauowam,7.883,0.147,0.69569653,0.095294281046
ZTF20aaupkac,9.099,0.072,1.07669653,0.022803508502
ZTF20aaupolv,6.196,0.146,0.58969653,0.575816811147
ZTF20aauqoim,7.475,0.178,0.48269653,0.250011999712
ZTF20aauqrpe,,-9.0,,
ZTF20aauqtcp,9.743,0.032,1.00069653,0.019849433241
ZTF20aaurfcm,8.869,0.111,1.19269653,0.042801869118
ZTF20aaurhio,8.049,0.07,0.64569653,0.176618232354
ZTF20aaurhzc,8.61,0.1,1.44369653,0.038600518131
ZTF20aaurjzv,8.123,0.059,1.08669653,0.137568164922
ZTF20aaurknv,8.135,0.111,0.68569653,0.108466584716
ZTF20aaurmtf,9.368,0.075,1.24169653,0.022627416998
ZTF20aaurucm,8.536,0.191,0.67769653,0.188430358488
ZTF20aaurwes,8.128,0.024,0.61469653,0.032802438934
ZTF20aaurwih,8.952,0.029,0.79769653,0.027802877549
ZTF20aaurzce,8.287,0.075,1.00069653,0.042011903075
ZTF20aausxam,8.948,0.034,0.92969653,0.03061045573
ZTF20aautilk,9.68,0.093,1.17569653,0.018439088915
ZTF20aautscv,9.396,0.104,1.20469653,0.021931712199
ZTF20aautzif,8.572,0.028,0.69869653,0.050990195136
ZTF20aautzig,9.275,0.104,1.36169653,0.058
ZTF20aauuiri,7.555,0.142,0.27569653,0.395297356429
ZTF20aauvmix,7.869,0.154,0.50869653,0.381482633943
ZTF20aauwhyi,9.864,0.081,1.24469653,0.019798989873
ZTF20aauwjla,8.099,0.501,1.73869653,1.217231284514
ZTF20aauwjmw,9.969,0.108,1.30369653,0.018439088915
ZTF20aauwrod,8.074,0.104,0.63169653,0.168813506569
ZTF20aauwuui,9.574,0.047,1.10069653,0.037121422387
ZTF20aauxgjf,8.327,0.062,0.78869653,0.106404887106
ZTF20aauyhea,9.997,0.029,1.41369653,0.017691806013
ZTF20aauzoca,8.006,0.064,0.60769653,0.113318136236
ZTF20aavbeku,8.575,0.026,0.75069653,0.021931712199
ZTF20aavdgib,8.606,0.068,0.81969653,0.11995415791
ZTF20aavfwdo,9.815,0.067,1.22269653,0.02
ZTF20aavhire,9.719,0.059,1.26569653,0.018439088915
ZTF20aavhqvo,9.107,0.041,0.90569653,0.033600595233
ZTF20aavnnat,8.46,0.053,1.01469653,0.041012193309
ZTF20aavnnkm,9.024,0.102,1.68569653,0.147003401321
ZTF20aavnnqo,9.87,0.02,1.35169653,0.018384776311
ZTF20aavnnzx,8.147,0.089,0.79969653,0.160654909667
ZTF20aavofki,8.21,0.088,0.58669653,0.30305280068
ZTF20aavpnlv,8.954,0.022,1.31269653,0.02
ZTF20aavpnqt,7.527,0.203,0.29269653,0.488731009861
ZTF20aavqfli,8.376,0.051,0.74369653,0.062177166227
ZTF20aavrkxw,8.618,0.105,0.56769653,0.058137767415
ZTF20aavrloz,8.323,0.155,1.91569653,0.662837084056
ZTF20aavrukn,7.72,0.272,0.23069653,0.214263856028
ZTF20aavrzha,9.592,0.03,1.54869653,0.022671568098
ZTF20aavtdxj,8.116,0.103,0.35269653,0.380763706254
ZTF20aavvjie,7.913,0.1,0.40969653,0.106023582282
ZTF20aavvzlw,9.021,0.04,1.07969653,0.040706264874
ZTF20aavxqej,7.664,0.287,1.00369653,0.520830106657
ZTF20aavxraf,8.669,0.026,0.97669653,0.02334523506
ZTF20aavynba,10.266,0.015,1.24369653,0.05280151513
ZTF20aavzlxm,8.507,0.036,0.77069653,0.060926184847
ZTF20aawadcp,,-9.0,,
ZTF20aawcjrx,9.103,0.086,1.14969653,0.048795491595
ZTF20aawdjlp,8.435,0.021,0.65269653,0.030886890423
ZTF20aawfnro,9.483,0.021,1.05869653,0.019849433241
ZTF20aawmkxv,9.048,0.033,0.98569653,0.042426406871
ZTF20aawmlfq,9.701,0.094,1.35369653,0.019104973175
ZTF20aawnwxo,8.636,0.131,1.10369653,0.188904737897
ZTF20aawoojh,9.505,0.094,1.17269653,0.019104973175
ZTF20aawqywr,9.669,0.123,1.24269653,0.018439088915
ZTF20aawwcgb,7.04,0.582,2.13169653,2.433313995357
ZTF20aawxsit,9.714,0.075,1.15169653,0.021213203436
ZTF20aaxablt,8.665,0.029,0.73269653,0.027018512172
ZTF20aaxagnm,10.086,0.061,1.30969653,0.017691806013
ZTF20aaxahpk,9.032,0.028,0.89469653,0.02561249695
ZTF20aaxbvkt,8.78,0.017,1.02369653,0.026907248094
ZTF20aaxbvtz,7.915,0.066,0.42869653,0.21900913223
ZTF20aaxcbvg,8.326,0.089,0.92969653,0.207634293892
ZTF20aaxccrm,7.999,0.124,0.08969653,0.449378459653
ZTF20aaxfzhw,,-9.0,,
ZTF20aaxicpu,8.431,0.245,1.32469653,0.772176793228
ZTF20aaxlnle,9.244,0.091,1.38569653,0.037735924528
ZTF20aaxmtxg,8.664,0.036,1.01969653,0.080603970126
ZTF20aaxndzx,8.057,0.406,2.75169653,2.598016358686
ZTF20aaxuwuh,9.34,0.068,1.18569653,0.033600595233
ZTF20aaxxcms,7.832,0.147,0.52269653,0.208165799304
ZTF20aaxxepr,,-9.0,,
ZTF20aaxxhib,8.039,0.102,0.69169653,0.266266783509
ZTF20aaybqae,8.372,0.055,0.76569653,0.130648383075
ZTF20aaybvye,8.366,0.557,1.62169653,0.95138215245
ZTF20aaydgsu,9.905,0.047,1.38369653,0.017691806013
ZTF20aayeims,8.934,0.103,1.43269653,0.089938868127
ZTF20aayhacx,8.242,0.095,0.93969653,0.258955594649
ZTF20aayjxdv,8.594,0.032,0.74269653,0.055713553109
ZTF20aayjyhp,8.815,0.118,1.71369653,0.113850779532
ZTF20aayknlo,9.583,0.08,1.18569653,0.019104973175
ZTF20aaymbjk,9.297,0.059,0.94769653,0.019849433241
ZTF20aaynavi,9.042,0.012,0.29469653,0.021260291625
ZTF20aayngca,9.488,0.039,1.08369653,0.019104973175
ZTF20aayqjpv,10.067,0.059,1.22569653,0.020615528128
ZTF20aayubpi,9.443,0.032,1.79569653,0.022671568098
ZTF20aayuyak,9.795,0.12,1.54469653,0.017691806013
ZTF20aayvqhl,8.371,0.05,0.73169653,0.07032780389
ZTF20aayvubx,8.493,0.018,0.57469653,0.034409301068
ZTF20aayvymx,8.041,0.134,0.71569653,0.135092560861
ZTF20aaywban,9.182,0.037,1.31569653,0.019849433241
ZTF20aayxcyn,6.349,0.364,2.09069653,1.866077436764
ZTF20aayxkqy,8.059,0.097,0.65269653,0.350222786238
